state,Jan_change_2021_19,Feb_change_2021_19,Mar_change_2021_19,Mar_change_2020_19,Apr_change_2021_19,Apr_change_2020_19,May_change_2021_19,May_change_2020_19,Jun_change_2021_19,Jun_change_2020_19,Jul_change_2021_19,Jul_change_2020_19,Aug_change_2021_19,Aug_change_2020_19,Sep_change_2021_19,Sep_change_2020_19,Oct_change_2021_19,Oct_change_2020_19,Nov_change_2020_19,Dec_change_2020_19,mean_jobs_changes,std_dev,zscore,percentile
IN,0.957333249115715,0.9575577536895995,0.9576169405815423,0.9919089759797725,0.9598972863302054,0.8446931270606137,0.9645024946769633,0.8852766390186545,0.9667300983190612,0.9205835712020298,0.9721755131825247,0.9423205050921666,0.9689863603278585,0.9469603468464192,0.9706991035509519,0.9502359910038329,0.9732292423907202,0.9525269445936976,0.952820059369671,0.9547075718839756,0.9495380887107986,0.02890450787789555,0.2646434290263263,0.6043579194930979
IA,0.9528960442739451,0.9527653402282903,0.9608882159979814,0.9994322482967448,0.956149193548387,0.8899319556451613,0.9567244094488189,0.895244094488189,0.9634916624557858,0.9222460838807478,0.9680857773573006,0.9376852727846106,0.9658130440267441,0.9404566670871704,0.969752347343878,0.9465624803075177,0.9688561721404304,0.9517427960236567,0.9496538703587162,0.9508670520231215,0.9499622363858597,0.02890450787789555,0.27931753027215733,0.6099994228788748
VA,0.9650134944412807,0.9620553946684489,0.9604437416613134,1.0054850027177942,0.9611775165464783,0.8917810925614936,0.9604087475934244,0.896776422964901,0.9608297201418999,0.9124458021284984,0.9607355620107331,0.9252867904091379,0.9658556985068019,0.9423384418587488,0.9694992861011276,0.9492393284427159,0.9706906700676935,0.9511919945060335,0.9530824855987253,0.9512966321878523,0.950781691255755,0.02890450787789555,0.30766794790794344,0.6208324943663592
FL,0.9562226250661503,0.9568263735276614,0.9592175512584683,1.0093992552380098,0.9603663315345171,0.8736089030206677,0.963751258248518,0.9004473772508668,0.9707377571200322,0.931821990815745,0.9763645278477346,0.9360137288551117,0.97657040554215,0.9340146115268713,0.9852231537281239,0.9407369521225734,0.9863171539680253,0.9388315846619173,0.9376631998229698,0.9387574618615963,0.9516446101508855,0.02890450787789555,0.3375220765018601,0.6321383135636165
WA,0.9504429920116195,0.964645726807889,0.9654542290288897,1.0145028425571412,0.9665355469427893,0.8969746051946549,0.9670697567029352,0.8941672198331841,0.9726335196174454,0.9162297632079276,0.9779714146032841,0.9237339314985764,0.9809668714474363,0.9317907791238446,0.9862789562821139,0.935671843155266,0.9868409735959405,0.9346635704251598,0.9367342264971945,0.9329449394562487,0.9518126853994768,0.02890450787789555,0.3433369220374189,0.63432749635977
CO,0.9633107348729288,0.9639190166305133,0.9665281041026568,1.014530995843123,0.9694186297817161,0.8800518694618543,0.9719411553641909,0.9041263006817367,0.9744104365278476,0.9194681384846966,0.975461656606065,0.9262063792549202,0.975470621791215,0.9338277239018824,0.979243196975641,0.9411890580976496,0.9820779590964157,0.9448086652889617,0.9426486294054824,0.9347354186683747,0.9531687345418934,0.02890450787789555,0.3902517198310748,0.6518247897570707
SC,0.9683058098348589,0.9715835938936913,0.9722222222222222,1.0028925619834712,0.9664515538468579,0.8643873861503958,0.9654494767149582,0.8944289566290389,0.9682032070903194,0.9241628215085202,0.9725284738041001,0.9300227790432802,0.974575885750671,0.9411470414335745,0.978303388674096,0.9464180122811007,0.9809939526212885,0.951211749192925,0.95719808960655,0.9624528387653984,0.954646990052366,0.02890450787789555,0.4413944521936977,0.6705362710712646
KS,0.9608202381791277,0.959035464993302,0.9682830561037497,1.002184945023964,0.961241940005607,0.8906644238856182,0.9624894633323968,0.9143720146108458,0.9660933660933662,0.9314847314847315,0.9718101933216169,0.9461511423550089,0.9708418027616176,0.9522674703862058,0.9736860571187986,0.9506701284120412,0.9741844966678359,0.9525078919677306,0.9507817429713243,0.9493342676944639,0.9554452418684674,0.02890450787789555,0.4690113145694047,0.6804692257287728
MO,0.9657414095552573,0.9631810980230074,0.9681458548331614,1.001857585139319,0.9658915261223507,0.8825610551987084,0.9684977154831838,0.901130234635336,0.9690796028446765,0.9240388909884221,0.9709613274821721,0.943431157432803,0.9734558798312699,0.9485922013786481,0.97607786688601,0.9511275618616765,0.9765410958904109,0.9517808219178081,0.9533898305084746,0.9559782794303473,0.9555730497721522,0.02890450787789555,0.47343304367217104,0.6820478700928044
GA,0.9693168702772151,0.9707948243992606,0.9744163804721122,1.007912011476764,0.9725670064995762,0.881899006586527,0.9743188972104634,0.9085639856724195,0.9814056303231259,0.9310621329345729,0.9878589824052634,0.9354859653299284,0.9859364873622812,0.9419096997191618,0.9894248408330636,0.9461098521635912,0.9924792587005712,0.9500484861545092,0.9521975776090184,0.9556309595395586,0.9604669427834489,0.02890450787789555,0.6427454925113115,0.7398053715842065
MS,0.9681089467333218,0.9655797101449275,0.9690223487790145,0.9979290706704633,0.9694142042509071,0.8743735959910143,0.972457261267484,0.9026938352616128,0.9772766545705891,0.933817176429929,0.9810115656827205,0.9457103400655965,0.9792799792799792,0.9538979538979541,0.9840200397339552,0.9604388010710893,0.9912705272255835,0.9680207433016422,0.9688336355003022,0.9726997840172787,0.9617928086937685,0.02890450787789555,0.6886160506927751,0.7544675411532564
AL,0.9754951813647149,0.9778390671118209,0.9783396992699317,1.0045447952424695,0.9695301559708339,0.8883577188661934,0.9687816646562123,0.9100120627261761,0.9759849544292811,0.9309446882384145,0.9762764063327077,0.9415331312256388,0.9779188916149517,0.9476595949391448,0.9841598459316321,0.9533461723639864,0.9910052910052911,0.962000962000962,0.964428015937785,0.9657836644591611,0.9621970981843653,0.02890450787789555,0.7026031246919129,0.7588484426642492
NC,0.9744878916284279,0.9775391911474114,0.9789762139647047,1.008440206072564,0.9776214273189551,0.8879975451516746,0.9763812275632607,0.9028106120304702,0.9844204086091991,0.9302523762700754,0.9879420871309581,0.9399066765513934,0.9842728936133136,0.9489195782870088,0.984716870224022,0.9541723815122025,0.989720966620306,0.9568193671766341,0.9580267812574604,0.9619830409229901,0.9632703871526518,0.02890450787789555,0.7397353593184467,0.7702697058271277
TX,0.978064088815997,0.9754750818021646,0.9829361992976501,1.0139291522307854,0.9821932630786601,0.9030705055827374,0.9836739166164465,0.920138372557153,0.9869397006526242,0.9355660635429286,0.9910871496018824,0.9344079654704956,0.9922325718817547,0.9391901348220255,0.9983998632892908,0.9434437116957565,1.0013185551737778,0.9500267589138208,0.9515538810277199,0.9566293769051046,0.966013815647939,0.02890450787789555,0.8346488761607522,0.7980422828612261
TN,0.9753961097513849,0.9777713440133823,0.9806221479529532,1.0088051931358055,0.9825682182985553,0.8904975922953451,0.983232880225699,0.9086304180559117,0.9910022414345181,0.9399935959013769,0.989371238314765,0.9432065565373287,0.9898109109492781,0.9496614283889101,0.9859397417503587,0.955714968914395,0.9912681912681912,0.9654565808411962,0.9623482942057145,0.9653118430273301,0.9668304747631199,0.02890450787789555,0.8629025699662589,0.805904481217979
NE,0.9728387850467289,0.9781356759394827,0.9861940663859787,1.0047978067169294,0.982819211245607,0.914681764935572,0.9782672254166261,0.9218399766104669,0.9839243959469991,0.9399844115354636,0.9874428112527986,0.9513287257860411,0.9888197550068055,0.95848726424266,0.9914355231143552,0.9628223844282238,0.9953348235980172,0.9658858975605014,0.9639945652173911,0.9686590335726761,0.9698847051779662,0.02890450787789555,0.968568801259614,0.8336198120487395
SD,0.9807037457434733,0.9856590029592533,0.9913459348667729,1.0031883397859258,0.9943013448826077,0.9081376795076361,0.9895311788802914,0.9201183431952663,0.9902317128577919,0.9386642435256701,0.9936522330537293,0.9501246882793017,0.9922832501134815,0.9641398093508852,0.9907071622846783,0.9728014505893019,0.994343891402715,0.9735294117647059,0.9712864571557767,0.9762497172585388,0.9740499798728901,0.02890450787789555,1.1126734756072871,0.867075654367766
AR,0.9853643265242232,0.9847393958365942,0.9885714285714287,1.0080626223091975,0.9857701329163409,0.911024237685692,0.990290501918409,0.9349307023725629,0.9927121698926417,0.9543922890055639,0.9935085249491632,0.9606600969810731,0.991869918699187,0.966541588492808,0.9922656249999999,0.9684375,0.9938507044446173,0.9694092005915779,0.9732774023149228,0.9755624515128006,0.9760620410009404,0.02890450787789555,1.1822841099259918,0.8814535057999122
MT,0.9912844988586844,0.9931435694992727,1.0004160599126275,1.014354066985646,0.9954432477216238,0.8819386909693455,0.9888521882741537,0.9273327828241124,0.9948304383788255,0.9522332506203474,0.9971157807993408,0.9575607746188711,0.9909502262443439,0.9635952283011107,0.9893070121324286,0.9749126053876208,0.9897330595482546,0.9741273100616016,0.9759901498050483,0.9780332580578935,0.9765577099500578,0.02890450787789555,1.1994326097797603,0.8848201129984041
AZ,0.9907726208511224,0.9885211533835104,0.990470640660885,1.020189901621362,0.9904918257062726,0.9103221834598809,0.9939220105169707,0.9374445127364611,1.0058282208588958,0.9561690524880709,1.0112092391304348,0.9537024456521739,1.0044567492740901,0.954115740428118,1.0050980789358182,0.9582025051487221,1.006333804999663,0.960346337847854,0.9619546951670362,0.9592849716604622,0.9779418345263904,0.02890450787789555,1.2473187243671369,0.8938596727693014
UT,1.0200753638253637,1.0239994810923008,1.0251665911884582,1.0148799896487029,1.0260309278350517,0.9228092783505155,1.0220493700179996,0.9496657238364619,1.0271903323262839,0.9659317349103298,1.03456457611902,0.9763370527125818,1.0352121676891617,0.98344836400818,1.0355339681728126,0.9834473061928803,1.0382701875239189,0.9864778670748819,0.9935023569881514,0.9963712757830404,1.003048195764805,0.02890450787789555,2.1159154617505966,0.9828240009158251
ID,1.0386100386100385,1.0408244680851064,1.0429521276595743,1.0277925531914893,1.0385175380542688,0.9183322303110523,1.0344599947187747,0.9490361763929231,1.0382132033205955,0.974304915008565,1.0378200919238345,0.9879185817465528,1.0335078534031414,0.9950261780104712,1.0315899855813344,0.9996067636649627,1.024380704041721,0.9983050847457627,1.0023388773388773,1.0070038910505836,1.0110270628429816,0.02890450787789555,2.3919577701643093,0.9916206147430472
