"Food Scarcity, Household Pulse Survey","","","","","","",""
"Adults in households where there was either sometimes or often not enough to eat in the last 7 days","","","","","","",""
"","","Total Food Scarcity","","Percent Food Scarcity","","",""
"Week","Area","Number","Margin of Error +/-","Percent","MOE +/-","Measure Universe","Total Population age 18+"
"20","Michigan","738629","148166","11","2.2","6716529","7644458"
"20","Minnesota","315373","69754","8.2","1.8","3834074","4241624"
"20","Mississippi","311044","82005","17.1","4.3","1816491","2189670"
"20","Missouri","486191","114985","11.7","2.7","4168245","4617880"
"20","Montana","96034","32539","13.2","4.4","727400","822204"
"20","Nebraska","142872","28695","11.5","2.2","1240445","1418191"
"20","Nevada","321362","53943","14.9","2.5","2155285","2399457"
"20","New Hampshire","71719","23274","7.4","2.4","974666","1073014"
"20","New Jersey","698751","139139","12.1","2.4","5798157","6776822"
"20","New Mexico","200035","37567","14.4","2.7","1393489","1589574"
"20","New York","1543234","337213","12.3","2.5","12523743","14847080"
"20","North Carolina","952495","246467","13.6","3.5","7016691","8017566"
"20","North Dakota","37112","14090","7.6","2.8","486145","561016"
"20","Ohio","884785","170130","11.3","2.1","7843548","8822539"
"20","Oklahoma","462412","85688","17.4","3.3","2653079","2916436"
"20","Oregon","338096","61912","11.1","2","3046184","3302727"
"20","Pennsylvania","1021697","180772","12.1","2.1","8432774","9776154"
"20","Rhode Island","77340","22960","10.5","3.2","739788","817559"
"20","South Carolina","484166","126687","13.7","3.6","3522118","3969123"
"20","South Dakota","50204","14022","8.6","2.3","586511","642658"
"20","Tennessee","608294","144747","13.3","3.1","4562980","5221475"
"20","Texas","2843026","413951","16","2.1","17771480","21356906"
"20","Utah","199583","45922","9.8","2.2","2042569","2281207"
"20","Vermont","38403","12959","8.6","2.9","448568","485485"
"20","Virginia","425040","107976","7.5","1.9","5688316","6472737"
"20","Washington","455486","82500","8.4","1.5","5398334","5890357"
"20","West Virginia","175752","49510","13.9","3.9","1260244","1379576"
"20","Wisconsin","292748","82462","7.6","2.1","3846912","4438719"
"20","Wyoming","33207","11818","8.4","2.9","396143","433400"
"20","Atlanta-Sandy Springs-Alpharetta, GA Metro Area","704371","225367","16.8","4.8","4197698","4922151"
"20","Boston-Cambridge-Newton, MA-NH Metro Area","291643","92622","9","2.8","3247277","3669285"
"20","Chicago-Naperville-Elgin, IL-IN-WI Metro Area","738137","185804","12","2.9","6150278","7145198"
"20","Dallas-Fort Worth-Arlington, TX Metro Area","947018","288071","18.3","4.9","5179702","5977468"
"20","Detroit-Warren-Dearborn, MI Metro Area","277452","68776","9.4","2.3","2944630","3490116"
"20","Houston-The Woodlands-Sugar Land, TX Metro Area","724009","183085","16.1","3.8","4488167","5407948"
"20","Los Angeles-Long Beach-Anaheim, CA Metro Area","1117913","263980","12.4","2.8","9020584","9960688"
"20","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","569116","165166","14.9","3.8","3815040","4748829"
"20","New York-Newark-Jersey City, NY-NJ-PA Metro Area","1559775","314383","13.2","2.5","11812443","14197893"
"20","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","408109","109255","9.8","2.5","4145244","4783080"
"20","Phoenix-Mesa-Chandler, AZ Metro Area","501214","91670","15.1","2.8","3317146","3831331"
"20","Riverside-San Bernardino-Ontario, CA Metro Area","522855","137946","15.3","3.7","3413115","4635466"
"20","San Francisco-Oakland-Berkeley, CA Metro Area","277483","122515","8.9","3.5","3111232","3586275"
"20","Seattle-Tacoma-Bellevue, WA Metro Area","227928","61019","7.4","1.9","3098825","3375339"
"20","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","497404","105390","11.6","2.4","4291917","4785379"
"19","United States","25749469","896236","11.9","0.4","215967309","249170916"
"19","Alabama","506913","119139","15.7","3.7","3227680","3717378"
"19","Alaska","53026","10538","11.3","2.2","469678","524925"
"19","Arizona","627215","142020","12.5","2.8","5034072","5597268"
"19","Arkansas","298064","54079","15.1","2.7","1975428","2246527"
"19","California","2554117","367683","9.9","1.4","25721832","29939021"
"19","Colorado","330947","74738","8.1","1.8","4093151","4454718"
"19","Connecticut","279147","68666","11.8","2.8","2357113","2732423"
"19","Delaware","71625","14049","11","2.1","651643","754637"
"19","District of Columbia","52252","18768","10.9","3.9","478676","542635"
"19","Florida","2325890","399183","16.4","2.7","14218410","17085385"
"19","Georgia","959812","250095","14","3.6","6862785","7955983"
"19","Hawaii","92329","43561","9.3","4.4","988324","1073229"
"19","Idaho","114218","24506","9.6","2.1","1194875","1343198"
"19","Illinois","1097185","168026","13.2","2.1","8341777","9546424"
"19","Indiana","404649","64664","9.6","1.5","4219109","5015550"
"19","Iowa","264863","52137","13.2","2.6","2004980","2342905"
"19","Kansas","210803","46789","11.3","2.4","1864709","2140957"
"19","Kentucky","347887","86425","12","3","2888904","3344102"
"19","Louisiana","436228","128231","14.4","4.1","3023312","3431432"
"19","Maine","104270","28778","10.4","2.9","1005090","1065620"
"19","Maryland","434634","84457","10.8","2.1","4041360","4586920"
"19","Massachusetts","475250","111030","10.2","2.3","4646821","5324065"
"19","Michigan","731331","166708","11.3","2.5","6493352","7644458"
"19","Minnesota","233321","61177","6.4","1.7","3673179","4241624"
"19","Mississippi","317723","85249","18.1","4.6","1751546","2189670"
"19","Missouri","371785","100502","9","2.4","4139040","4617880"
"19","Montana","58538","15956","7.7","2.1","756083","822204"
"19","Nebraska","139852","27063","11.1","2.1","1255782","1418191"
"19","Nevada","216503","43084","10.5","2","2065234","2399457"
"19","New Hampshire","114811","31761","11.8","3.3","969544","1073014"
"19","New Jersey","642628","133672","11.4","2.3","5645955","6776822"
"19","New Mexico","207877","39186","15","2.8","1387446","1589574"
"19","New York","1573162","337053","12.4","2.7","12641153","14847080"
"19","North Carolina","704350","135307","10.1","1.9","6953822","8017566"
"19","North Dakota","39330","12960","7.9","2.6","495423","561016"
"19","Ohio","947231","203345","12.2","2.6","7791629","8822539"
"19","Oklahoma","337886","75527","13.1","2.9","2588746","2916436"
"19","Oregon","335981","50766","11.2","1.6","3011837","3302727"
"19","Pennsylvania","927002","169791","11.3","2.1","8213631","9776154"
"19","Rhode Island","69012","20358","9.8","2.9","703381","817559"
"19","South Carolina","583633","109262","17","3.3","3424725","3969123"
"19","South Dakota","61905","21643","11","3.9","560704","642658"
"19","Tennessee","647887","132284","14.1","2.8","4594267","5221475"
"19","Texas","2593487","409738","13.9","2.2","18702369","21356906"
"19","Utah","191542","43665","9.2","2.1","2074418","2281207"
"19","Vermont","23573","10924","5.2","2.4","452323","485485"
"19","Virginia","534310","133565","9.8","2.4","5442930","6472737"
"19","Washington","514248","103303","9.8","1.9","5240612","5890357"
"19","West Virginia","182548","49836","14.3","3.9","1276499","1379576"
"19","Wisconsin","348086","85778","8.8","2.1","3958996","4438719"
"19","Wyoming","58604","18352","14.9","4.6","392954","433400"
"19","Atlanta-Sandy Springs-Alpharetta, GA Metro Area","521062","191090","13.4","4.6","3891893","4584842"
"19","Boston-Cambridge-Newton, MA-NH Metro Area","294940","87119","9.1","2.4","3234663","3691735"
"19","Chicago-Naperville-Elgin, IL-IN-WI Metro Area","631424","145077","10.4","2.3","6071405","7067650"
"19","Dallas-Fort Worth-Arlington, TX Metro Area","609381","169334","12.6","3.3","4826866","5576631"
"19","Detroit-Warren-Dearborn, MI Metro Area","381398","99957","12.7","3.1","3010732","3619572"
"19","Houston-The Woodlands-Sugar Land, TX Metro Area","766147","183296","15.7","3.2","4885323","5681929"
"19","Los Angeles-Long Beach-Anaheim, CA Metro Area","1018575","250840","11.1","2.5","9208182","10752015"
"19","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","541052","153251","15.1","3.7","3582828","4566742"
"19","New York-Newark-Jersey City, NY-NJ-PA Metro Area","1430851","325165","13.1","2.9","10895102","12984251"
"19","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","553738","135099","12.3","2.9","4503385","5256435"
"19","Phoenix-Mesa-Chandler, AZ Metro Area","462473","126724","13.4","3.4","3460602","3863606"
"19","Riverside-San Bernardino-Ontario, CA Metro Area","447957","156747","13.1","4.1","3426794","4165709"
"19","San Francisco-Oakland-Berkeley, CA Metro Area","279697","135653","9.6","4.2","2906501","3331598"
"19","Seattle-Tacoma-Bellevue, WA Metro Area","230626","56953","8.4","1.9","2757421","3043918"
"19","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","277233","60172","7","1.4","3956221","4530383"
"18","United States","25761209","928633","12","0.4","215296772","249170916"
"18","Alabama","531639","171905","16.8","5.4","3167089","3717378"
"18","Alaska","40805","11351","8.6","2.4","474521","524925"
"18","Arizona","533101","133399","11.1","2.7","4802229","5597268"
"18","Arkansas","266009","53393","13.6","2.7","1956927","2246527"
"18","California","3204707","497189","13","1.9","24725059","29939021"
"18","Colorado","421718","107973","10.7","2.8","3924119","4454718"
"18","Connecticut","295822","65806","12.9","2.8","2287244","2732423"
"18","Delaware","103952","31902","15.5","4.7","670566","754637"
"18","District of Columbia","48420","14254","9.7","2.8","499093","542635"
"18","Florida","1706623","430486","11.6","2.8","14731278","17085385"
"18","Georgia","793823","179166","11.3","2.5","7045816","7955983"
"18","Hawaii","65927","17557","6.8","1.8","963295","1073229"
"18","Idaho","133116","28432","10.9","2.3","1223031","1343198"
"18","Illinois","570702","171631","6.7","2","8504595","9546424"
"18","Indiana","557447","104828","12.6","2.3","4427900","5015550"
"18","Iowa","223161","66884","10.9","3.2","2053204","2342905"
"18","Kansas","195185","42864","10.8","2.2","1808716","2140957"
"18","Kentucky","451152","95325","15.3","3.1","2956840","3344102"
"18","Louisiana","568279","105138","19.1","3.4","2968868","3431432"
"18","Maine","69243","27455","7.6","3","912351","1065620"
"18","Maryland","511543","119487","12.8","3","3981933","4586920"
"18","Massachusetts","398219","99413","8.7","2.1","4595329","5324065"
"18","Michigan","765875","169487","11.3","2.5","6751039","7644458"
"18","Minnesota","278871","67857","7.5","1.8","3736966","4241624"
"18","Mississippi","391438","86165","21","4.3","1861008","2189670"
"18","Missouri","461775","112677","11.7","2.9","3951369","4617880"
"18","Montana","78341","19312","11","2.7","715401","822204"
"18","Nebraska","131890","38084","10.9","3.1","1213520","1418191"
"18","Nevada","303546","80634","14.2","3.7","2131392","2399457"
"18","New Hampshire","79175","24610","8.2","2.5","962505","1073014"
"18","New Jersey","541861","168789","9.3","2.8","5837949","6776822"
"18","New Mexico","249985","67737","17.6","4.6","1419129","1589574"
"18","New York","1432318","371362","11.7","3","12292044","14847080"
"18","North Carolina","899147","213763","12.9","2.9","6973386","8017566"
"18","North Dakota","46957","16149","9","3.1","521963","561016"
"18","Ohio","1128969","254718","14.3","3.1","7885831","8822539"
"18","Oklahoma","347338","67516","13.6","2.6","2545949","2916436"
"18","Oregon","253891","55334","8.5","1.9","2980119","3302727"
"18","Pennsylvania","1039405","252588","12","2.9","8681101","9776154"
"18","Rhode Island","42176","20007","6.1","2.8","695556","817559"
"18","South Carolina","645232","163332","18.3","4.6","3524994","3969123"
"18","South Dakota","49405","15729","8.4","2.6","590965","642658"
"18","Tennessee","447582","100076","9.9","2.2","4542206","5221475"
"18","Texas","2589594","435754","14.5","2.2","17909257","21356906"
"18","Utah","169543","36186","8.3","1.7","2031553","2281207"
"18","Vermont","46428","11546","10.3","2.5","451932","485485"
"18","Virginia","563228","154435","10.1","2.7","5572292","6472737"
"18","Washington","431294","86957","8.1","1.6","5354616","5890357"
"18","West Virginia","125744","41460","10.4","3.4","1205129","1379576"
"18","Wisconsin","484200","142473","12.5","3.6","3879864","4438719"
"18","Wyoming","45410","18879","11.4","4.7","397730","433400"
"18","Atlanta-Sandy Springs-Alpharetta, GA Metro Area","521643","142003","12.7","3.4","4093300","4640759"
"18","Boston-Cambridge-Newton, MA-NH Metro Area","244749","70244","7.2","1.9","3393720","3943591"
"18","Chicago-Naperville-Elgin, IL-IN-WI Metro Area","408995","128636","6.6","2.1","6158463","7041968"
"18","Dallas-Fort Worth-Arlington, TX Metro Area","539832","173212","11.7","3.6","4601196","5762069"
"18","Detroit-Warren-Dearborn, MI Metro Area","315585","84888","10.7","2.6","2943249","3382958"
"18","Houston-The Woodlands-Sugar Land, TX Metro Area","1045295","291601","21.4","5.3","4890341","5683370"
"18","Los Angeles-Long Beach-Anaheim, CA Metro Area","1021936","291295","12.4","3.3","8271941","10226361"
"18","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","514147","195000","14.5","4.7","3543224","4448759"
"18","New York-Newark-Jersey City, NY-NJ-PA Metro Area","1197546","310407","10.2","2.5","11777362","13851202"
"18","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","552818","129760","12.1","2.6","4566482","5326487"
"18","Phoenix-Mesa-Chandler, AZ Metro Area","418460","122176","12.4","3.6","3373321","3975500"
"18","Riverside-San Bernardino-Ontario, CA Metro Area","438693","146228","14.1","3.8","3121812","3613476"
"18","San Francisco-Oakland-Berkeley, CA Metro Area","309217","191989","10.8","5.9","2867572","3288933"
"18","Seattle-Tacoma-Bellevue, WA Metro Area","232052","65665","7.7","2.2","3020013","3266547"
"18","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","279976","92640","6.7","2.2","4155484","4598379"
"17","United States","23883801","1078539","10.9","0.5","218462392","249170916"
"17","Alabama","407943","85786","12.9","2.8","3150313","3717378"
"17","Alaska","62482","11626","12.9","2.4","484809","524925"
"17","Arizona","645740","148946","12.9","2.9","5002263","5597268"
"17","Arkansas","260442","36320","13.3","1.8","1955885","2246527"
"17","California","2907687","496898","11.1","1.9","26301124","29939021"
"17","Colorado","346271","64045","8.5","1.5","4079048","4454718"
"17","Connecticut","219890","45378","9.3","1.9","2376061","2732423"
"17","Delaware","58059","14229","8.9","2.1","649189","754637"
"17","District of Columbia","45377","11596","9.4","2.3","482698","542635"
"17","Florida","1495696","227727","10.3","1.6","14472846","17085385"
"17","Georgia","917995","209071","13.2","3","6935424","7955983"
"17","Hawaii","87481","22016","9","2.2","973438","1073229"
"17","Idaho","92590","19840","7.6","1.6","1214111","1343198"
"17","Illinois","655599","135690","8.1","1.6","8103987","9546424"
"17","Indiana","527387","83392","11.7","1.8","4507383","5015550"
"17","Iowa","161513","41659","7.9","2","2047685","2342905"
"17","Kansas","171675","39598","9","2.1","1915593","2140957"
"17","Kentucky","309462","74814","10.4","2.5","2975047","3344102"
"17","Louisiana","553406","104698","18.6","3.4","2979104","3431432"
"17","Maine","71279","22280","7.6","2.3","941379","1065620"
"17","Maryland","502126","90753","12.3","2.2","4082118","4586920"
"17","Massachusetts","373680","68449","7.9","1.4","4714073","5324065"
"17","Michigan","796869","147876","11.9","2.2","6699314","7644458"
"17","Minnesota","186075","52035","4.9","1.3","3823430","4241624"
"17","Mississippi","310047","58738","17.2","3","1801298","2189670"
"17","Missouri","442886","81667","11.1","2","3982344","4617880"
"17","Montana","45139","16280","6.3","2.2","717663","822204"
"17","Nebraska","143978","28145","11.4","2.2","1259442","1418191"
"17","Nevada","286300","51469","13.6","2.5","2104870","2399457"
"17","New Hampshire","70673","27064","7.5","2.8","944897","1073014"
"17","New Jersey","430714","108195","7.3","1.8","5923363","6776822"
"17","New Mexico","132339","30032","9.3","2.1","1420911","1589574"
"17","New York","1762901","350133","13.7","2.7","12836659","14847080"
"17","North Carolina","576601","169467","8.1","2.3","7156045","8017566"
"17","North Dakota","34665","9462","7","1.9","491936","561016"
"17","Ohio","832933","187453","10.8","2.5","7703307","8822539"
"17","Oklahoma","306436","70934","11.8","2.8","2593577","2916436"
"17","Oregon","270743","69278","9","2.3","3018504","3302727"
"17","Pennsylvania","934558","177241","10.9","2.1","8538366","9776154"
"17","Rhode Island","84321","18923","12","2.6","702678","817559"
"17","South Carolina","456702","116244","13","3.2","3502091","3969123"
"17","South Dakota","21082","5827","3.7","1","562668","642658"
"17","Tennessee","537973","107723","11.7","2.3","4606840","5221475"
"17","Texas","2649294","452110","14.4","2.4","18434460","21356906"
"17","Utah","147188","27222","7.1","1.3","2075855","2281207"
"17","Vermont","31090","9144","7.2","2.1","430528","485485"
"17","Virginia","509139","108292","8.7","1.8","5837235","6472737"
"17","Washington","447792","85190","8.4","1.5","5354966","5890357"
"17","West Virginia","172033","47650","14.6","3.9","1178562","1379576"
"17","Wisconsin","347078","75690","8.6","1.8","4017938","4438719"
"17","Wyoming","42471","7804","10.6","1.9","399069","433400"
"17","Atlanta-Sandy Springs-Alpharetta, GA Metro Area","498578","147610","12.2","3.4","4080186","4616968"
"17","Boston-Cambridge-Newton, MA-NH Metro Area","212654","51305","6.6","1.5","3227462","3659039"
"17","Chicago-Naperville-Elgin, IL-IN-WI Metro Area","474708","115898","7.9","1.9","6024268","7128179"
"17","Dallas-Fort Worth-Arlington, TX Metro Area","572491","127494","11","2.5","5209139","6098701"
"17","Detroit-Warren-Dearborn, MI Metro Area","360918","84920","12.6","2.7","2864560","3433618"
"17","Houston-The Woodlands-Sugar Land, TX Metro Area","818358","194966","18.1","3.7","4509050","5306207"
"17","Los Angeles-Long Beach-Anaheim, CA Metro Area","1145293","332234","12.7","3.4","9032078","10468259"
"17","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","468108","148930","11.5","3.2","4065596","4839099"
"17","New York-Newark-Jersey City, NY-NJ-PA Metro Area","1467792","322525","12","2.5","12215372","14323678"
"17","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","388896","94396","9.5","2","4090225","4707033"
"17","Phoenix-Mesa-Chandler, AZ Metro Area","443930","139777","13.2","4","3359414","3838985"
"17","Riverside-San Bernardino-Ontario, CA Metro Area","557369","163823","15.6","4.1","3576542","4278369"
"17","San Francisco-Oakland-Berkeley, CA Metro Area","204598","84817","6.7","2.7","3060490","3512556"
"17","Seattle-Tacoma-Bellevue, WA Metro Area","221909","54703","7.8","1.9","2848689","3135725"
"17","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","400300","96866","9.5","2.2","4203116","4672763"
"16","United States","22681729","964626","10.3","0.4","219391002","249170916"
"16","Alabama","400291","72939","12.3","2.2","3263881","3717378"
"16","Alaska","53377","10810","11.2","2.3","475474","524925"
"16","Arizona","512519","90858","10.2","1.7","5042837","5597268"
"16","Arkansas","289560","59727","14.7","3","1966081","2246527"
"16","California","2757863","367501","10.6","1.4","26008547","29939021"
"16","Colorado","293728","57423","7.2","1.4","4064757","4454718"
"16","Connecticut","262571","45751","11","1.9","2388915","2732423"
"16","Delaware","67838","21818","10.2","3.2","662666","754637"
"16","District of Columbia","45120","14488","9","2.9","500973","542635"
"16","Florida","1900565","288578","12.9","1.9","14704140","17085385"
"16","Georgia","798797","143446","11.8","2.1","6777589","7955983"
"16","Hawaii","84950","22750","8.8","2.3","963675","1073229"
"16","Idaho","93561","17633","7.8","1.4","1199096","1343198"
"16","Illinois","930670","161318","11.1","1.9","8413848","9546424"
"16","Indiana","510086","112247","11.6","2.5","4392898","5015550"
"16","Iowa","208692","46023","10.3","2.3","2030719","2342905"
"16","Kansas","141199","27712","7.4","1.4","1915930","2140957"
"16","Kentucky","378894","94784","12.9","3.2","2944869","3344102"
"16","Louisiana","389429","80351","13.2","2.8","2956973","3431432"
"16","Maine","70643","21013","7.3","2.2","973450","1065620"
"16","Maryland","454530","70203","11.3","1.7","4005078","4586920"
"16","Massachusetts","357071","81714","7.6","1.7","4683101","5324065"
"16","Michigan","713929","134841","10.8","1.9","6635139","7644458"
"16","Minnesota","217392","53001","5.7","1.4","3845543","4241624"
"16","Mississippi","342304","62563","18.1","3.2","1891799","2189670"
"16","Missouri","449638","74579","10.7","1.8","4204456","4617880"
"16","Montana","57559","15498","7.8","2.1","738496","822204"
"16","Nebraska","85917","21357","6.9","1.7","1248274","1418191"
"16","Nevada","293761","49171","13.6","2.3","2161857","2399457"
"16","New Hampshire","72179","21292","7.5","2.2","964545","1073014"
"16","New Jersey","417466","103722","7.1","1.7","5888599","6776822"
"16","New Mexico","165903","37244","11.7","2.6","1415962","1589574"
"16","New York","1290562","249018","10","1.9","12938062","14847080"
"16","North Carolina","859151","217238","12.2","3.1","7038647","8017566"
"16","North Dakota","27355","7623","5.5","1.6","499059","561016"
"16","Ohio","753240","165408","9.7","2.2","7745920","8822539"
"16","Oklahoma","238368","55594","8.9","2.1","2672466","2916436"
"16","Oregon","224646","46638","7.5","1.5","3009463","3302727"
"16","Pennsylvania","726008","182304","8.5","2.1","8544155","9776154"
"16","Rhode Island","89501","23434","12.4","3.2","719908","817559"
"16","South Carolina","321328","92363","8.9","2.6","3606373","3969123"
"16","South Dakota","59799","13211","10.1","2.2","593318","642658"
"16","Tennessee","398931","88156","8.6","1.9","4631362","5221475"
"16","Texas","2352397","395433","12.5","2.1","18760535","21356906"
"16","Utah","138442","23439","6.6","1.1","2102309","2281207"
"16","Vermont","29859","8751","6.8","2","440513","485485"
"16","Virginia","539136","109775","9.4","1.8","5762079","6472737"
"16","Washington","353466","54257","6.5","1","5415095","5890357"
"16","West Virginia","154217","43522","12.7","3.5","1217809","1379576"
"16","Wisconsin","275892","62036","6.9","1.5","3974493","4438719"
"16","Wyoming","31431","8386","8.1","2.1","389267","433400"
"16","Atlanta-Sandy Springs-Alpharetta, GA Metro Area","538655","129292","13.5","2.9","4002192","4725488"
"16","Boston-Cambridge-Newton, MA-NH Metro Area","267270","64275","8.2","1.9","3261315","3675801"
"16","Chicago-Naperville-Elgin, IL-IN-WI Metro Area","686174","126188","10.8","2","6354940","7289444"
"16","Dallas-Fort Worth-Arlington, TX Metro Area","415205","100496","8.3","1.9","4996037","5710355"
"16","Detroit-Warren-Dearborn, MI Metro Area","402322","121632","13.7","3.7","2936180","3497768"
"16","Houston-The Woodlands-Sugar Land, TX Metro Area","595583","145288","13.6","3.2","4378698","5145255"
"16","Los Angeles-Long Beach-Anaheim, CA Metro Area","1138639","290983","13.5","3.3","8451277","10169490"
"16","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","606303","177045","15.5","3.9","3906747","4715088"
"16","New York-Newark-Jersey City, NY-NJ-PA Metro Area","994243","208978","8.3","1.7","11959438","13775028"
"16","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","380245","101802","9.4","2.3","4058821","4615359"
"16","Phoenix-Mesa-Chandler, AZ Metro Area","279706","64337","8.1","1.7","3449255","3878159"
"16","Riverside-San Bernardino-Ontario, CA Metro Area","426717","119106","11.6","3.1","3667229","4213706"
"16","San Francisco-Oakland-Berkeley, CA Metro Area","296067","130003","9.5","3.8","3109395","3482785"
"16","Seattle-Tacoma-Bellevue, WA Metro Area","163339","34899","5.5","1.1","2990017","3256957"
"16","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","278861","50583","6.8","1.2","4086932","4663752"
"15","United States","22222901","706459","10.1","0.3","220182837","249170916"
"15","Alabama","447234","104526","13.5","3","3322096","3717378"
"15","Alaska","35369","7954","7.4","1.7","474766","524925"
"15","Arizona","407873","75825","8.1","1.5","5007722","5597268"
"15","Arkansas","224049","50256","11.3","2.5","1987181","2246527"
"15","California","2562206","325322","9.6","1.2","26655246","29939021"
"15","Colorado","392723","92444","9.8","2.3","4023924","4454718"
"15","Connecticut","206463","40404","8.5","1.6","2425906","2732423"
"15","Delaware","56423","15977","8.4","2.3","669444","754637"
"15","District of Columbia","48375","11927","9.9","2.4","489258","542635"
"15","Florida","1481341","217471","10.1","1.4","14633256","17085385"
"15","Georgia","893655","178269","12.8","2.5","6966709","7955983"
"15","Hawaii","90091","20131","9.1","2","984807","1073229"
"15","Idaho","134473","31836","11.1","2.5","1215706","1343198"
"15","Illinois","792244","155336","9.4","1.8","8424936","9546424"
"15","Indiana","422064","82287","9.5","1.8","4433507","5015550"
"15","Iowa","212855","54432","10.2","2.6","2090369","2342905"
"15","Kansas","203034","32118","10.5","1.7","1929568","2140957"
"15","Kentucky","305515","69486","10.4","2.4","2941017","3344102"
"15","Louisiana","373920","74052","13.5","2.6","2760414","3431432"
"15","Maine","60902","19516","6.3","2","972057","1065620"
"15","Maryland","437694","84855","10.6","2","4118848","4586920"
"15","Massachusetts","366985","63637","7.8","1.3","4724560","5324065"
"15","Michigan","645064","142118","9.7","2.1","6673159","7644458"
"15","Minnesota","270683","55221","6.9","1.4","3902779","4241624"
"15","Mississippi","264023","60306","13.6","3.1","1938720","2189670"
"15","Missouri","378402","74790","9.1","1.8","4142338","4617880"
"15","Montana","54862","13997","7.2","1.8","760086","822204"
"15","Nebraska","103823","23174","8.1","1.8","1280502","1418191"
"15","Nevada","301456","59859","14.2","2.8","2125726","2399457"
"15","New Hampshire","47237","12832","5.1","1.4","933209","1073014"
"15","New Jersey","551642","116294","9.5","1.9","5825134","6776822"
"15","New Mexico","184256","40718","13.3","2.9","1384392","1589574"
"15","New York","1266023","259738","9.8","2","12865360","14847080"
"15","North Carolina","698615","188847","9.7","2.6","7173070","8017566"
"15","North Dakota","29510","9217","5.8","1.8","507157","561016"
"15","Ohio","858957","190588","11.1","2.4","7745015","8822539"
"15","Oklahoma","310697","62334","11.9","2.3","2600585","2916436"
"15","Oregon","329588","46000","10.9","1.5","3023510","3302727"
"15","Pennsylvania","792721","163844","9.5","2","8386550","9776154"
"15","Rhode Island","84087","17465","11.6","2.3","726067","817559"
"15","South Carolina","324337","65828","9.2","1.9","3512809","3969123"
"15","South Dakota","31981","11422","5.6","2","575842","642658"
"15","Tennessee","510896","93919","11","2","4631023","5221475"
"15","Texas","2413511","394284","12.8","2.1","18859118","21356906"
"15","Utah","136665","30399","6.5","1.4","2107595","2281207"
"15","Vermont","31090","8999","7.1","2","440362","485485"
"15","Virginia","547846","119414","9.4","2.1","5837385","6472737"
"15","Washington","408686","70170","7.6","1.3","5412145","5890357"
"15","West Virginia","163364","38483","13.7","3.1","1191614","1379576"
"15","Wisconsin","292301","69622","7.3","1.7","3982062","4438719"
"15","Wyoming","35090","8161","9","2.1","388227","433400"
"15","Atlanta-Sandy Springs-Alpharetta, GA Metro Area","437130","85901","11.2","2.2","3903167","4493900"
"15","Boston-Cambridge-Newton, MA-NH Metro Area","267421","57194","7.8","1.6","3421742","3767937"
"15","Chicago-Naperville-Elgin, IL-IN-WI Metro Area","603303","134607","10.2","2.2","5902785","6723068"
"15","Dallas-Fort Worth-Arlington, TX Metro Area","537655","112607","10.9","2.1","4930236","5686092"
"15","Detroit-Warren-Dearborn, MI Metro Area","277191","76406","9.4","2.4","2952126","3530633"
"15","Houston-The Woodlands-Sugar Land, TX Metro Area","612766","139850","12.8","2.6","4790395","5443560"
"15","Los Angeles-Long Beach-Anaheim, CA Metro Area","968509","254326","10.7","2.7","9022778","10135334"
"15","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","476015","120429","11.9","2.9","3989017","4707384"
"15","New York-Newark-Jersey City, NY-NJ-PA Metro Area","1181377","213314","9.9","1.9","11957507","14043058"
"15","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","377028","75617","8.8","1.6","4285284","4955297"
"15","Phoenix-Mesa-Chandler, AZ Metro Area","300579","64130","8.7","1.8","3460513","3833214"
"15","Riverside-San Bernardino-Ontario, CA Metro Area","365980","94058","11.2","2.6","3273577","3807700"
"15","San Francisco-Oakland-Berkeley, CA Metro Area","224441","80806","7.5","2.5","3008008","3399258"
"15","Seattle-Tacoma-Bellevue, WA Metro Area","222752","55934","7.8","1.9","2864321","3104420"
"15","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","316572","59791","7.8","1.5","4036272","4476206"
"14","United States","22897810","1021596","10.5","0.5","218535605","249170916"
"14","Alabama","419961","77640","13.2","2.4","3188942","3717378"
"14","Alaska","41614","8615","8.8","1.8","472716","524925"
"14","Arizona","479985","84103","9.5","1.6","5048459","5597268"
"14","Arkansas","272726","56809","13.4","2.8","2033413","2246527"
"14","California","2737454","321511","10.5","1.3","25979837","29939021"
